Food_Item,Category,Sugar_Content (g),Calories (kcal),Protein (g),Fiber (g),Carbohydrates (g),Glycemic_Index,Ripeness,Size,Average_Weight (g),Fruit
Jackfruit,Fruit,18.1,51.8,1.3,3.5,18.1,99,Ripe,Small,341.2,True
Grapes,Fruit,15.0,34.6,2.8,3.5,13.6,63,Ripe,Medium,274.8,True
Gooseberry,Fruit,13.9,43.6,1.2,0.6,19.3,43,Ripe,Large,310.8,True
Bottle Gourd,Vegetable,4.1,20.9,1.3,3.7,7.2,50,Unripe,Large,833.1,False
Radish,Vegetable,3.7,53.2,4.3,6.7,6.8,53,Overripe,Large,1286.0,False
Garlic,Vegetable,4.5,69.4,2.1,7.6,13.8,39,Overripe,Large,891.7,False
Sweet Corn,Vegetable,3.8,49.9,2.4,2.0,10.2,48,Unripe,Small,1317.9,False
Grapes,Fruit,3.4,32.5,1.1,1.8,19.7,89,Ripe,Medium,144.2,True
Onion,Vegetable,2.4,65.3,2.4,4.5,14.9,43,Ripe,Small,1323.1,False
Tomato,Vegetable,3.5,56.2,1.0,3.4,9.5,30,Unripe,Small,572.7,False
Drumstick,Vegetable,3.6,31.8,3.4,2.3,7.4,31,Unripe,Large,548.0,False
Drumstick,Vegetable,0.9,23.6,3.0,6.1,12.2,20,Overripe,Large,1209.8,False
Mushrooms,Vegetable,4.6,65.4,4.9,6.4,13.8,21,Ripe,Small,320.6,False
Spinach,Vegetable,4.9,61.4,1.6,3.9,10.3,21,Ripe,Medium,156.0,False
Pear,Fruit,15.7,75.8,2.7,4.0,22.3,63,Ripe,Medium,54.6,True
Drumstick,Vegetable,2.7,21.3,4.9,4.4,10.1,42,Ripe,Large,835.8,False
Beetroot,Vegetable,0.7,56.5,2.4,3.8,14.4,56,Unripe,Medium,1445.3,False
Grapes,Fruit,10.3,43.2,0.6,3.2,19.6,64,Ripe,Small,387.4,True
Ginger,Vegetable,2.1,69.2,4.9,7.6,7.3,59,Unripe,Medium,699.8,False
Green Chili,Vegetable,1.3,25.7,2.1,3.0,14.0,37,Overripe,Medium,612.8,False
Bitter Gourd,Vegetable,2.5,64.4,1.1,5.7,6.7,50,Overripe,Large,1130.0,False
Garlic,Vegetable,2.1,65.8,2.0,1.3,3.9,44,Ripe,Large,1301.3,False
Avocado,Fruit,8.5,79.3,1.2,3.7,10.3,73,Ripe,Small,468.0,True
Avocado,Fruit,1.9,43.6,0.8,4.0,21.5,79,Ripe,Large,87.9,True
Papaya,Fruit,13.5,71.2,2.5,2.1,5.9,75,Unripe,Medium,162.3,True
Yam,Vegetable,4.1,68.9,1.6,5.4,3.9,52,Ripe,Medium,738.2,False
Pineapple,Fruit,15.2,93.1,2.1,0.6,12.1,50,Unripe,Large,262.0,True
Fig,Fruit,13.6,98.6,2.6,4.0,7.7,90,Ripe,Medium,378.6,True
Spinach,Vegetable,3.0,46.1,3.3,2.6,5.4,56,Ripe,Medium,1019.7,False
Pear,Fruit,6.9,68.7,2.7,1.6,20.5,89,Overripe,Small,238.6,True
Green Chili,Vegetable,1.9,57.0,2.5,7.4,6.7,30,Unripe,Medium,1093.4,False
Onion,Vegetable,3.7,41.9,3.0,4.9,10.5,48,Ripe,Medium,477.5,False
Watermelon,Fruit,18.6,60.8,0.8,4.9,21.0,88,Overripe,Medium,451.7,True
Strawberry,Fruit,18.5,38.4,2.4,1.1,17.8,47,Unripe,Large,332.0,True
Carrot,Vegetable,3.2,49.2,2.3,2.2,7.8,37,Overripe,Medium,408.5,False
Okra,Vegetable,3.2,42.6,1.5,4.7,13.3,24,Unripe,Medium,1041.3,False
Sweet Corn,Vegetable,3.0,26.3,2.6,4.2,11.8,49,Unripe,Small,1164.5,False
Litchi,Fruit,5.8,47.8,2.0,4.5,15.7,60,Overripe,Small,86.1,True
Tomato,Vegetable,1.0,44.4,4.0,5.4,10.0,44,Ripe,Medium,1267.5,False
Kohlrabi,Vegetable,0.4,62.0,4.5,4.9,6.4,41,Unripe,Large,1448.8,False
Onion,Vegetable,3.8,62.6,2.7,7.5,9.7,38,Overripe,Small,538.3,False
Colocasia,Vegetable,1.7,47.0,4.6,2.9,6.5,42,Ripe,Large,218.9,False
Pear,Fruit,14.8,87.8,1.3,3.6,23.5,59,Ripe,Medium,206.4,True
Custard Apple,Fruit,4.1,95.1,2.1,2.9,14.1,74,Ripe,Large,197.1,True
Custard Apple,Fruit,9.5,48.8,1.7,2.6,12.7,80,Unripe,Small,233.8,True
Avocado,Fruit,18.8,44.9,1.0,3.7,6.5,50,Overripe,Small,465.2,True
Fig,Fruit,13.6,82.4,2.1,4.2,20.5,42,Unripe,Medium,451.9,True
Pomegranate,Fruit,12.3,65.8,1.7,1.7,17.1,56,Ripe,Medium,424.4,True
Apple,Fruit,15.8,59.9,2.7,4.3,12.4,70,Ripe,Small,299.3,True
Banana,Fruit,3.9,68.8,0.6,3.0,10.8,62,Ripe,Small,464.6,True
Coriander Leaves,Vegetable,0.5,53.9,3.7,1.2,9.3,29,Unripe,Medium,1435.3,False
Banana,Fruit,18.5,34.7,2.6,0.7,6.9,47,Ripe,Medium,381.4,True
Jackfruit,Fruit,19.2,59.2,2.8,1.7,15.6,51,Overripe,Medium,393.6,True
Apple,Fruit,9.8,52.9,1.1,3.2,15.6,61,Overripe,Large,360.3,True
Okra,Vegetable,1.0,50.1,4.7,6.3,9.1,33,Overripe,Medium,725.7,False
Banana,Fruit,15.5,81.2,2.6,3.7,12.7,94,Overripe,Small,376.3,True
Okra,Vegetable,3.8,67.6,3.1,5.7,6.5,59,Ripe,Medium,1475.4,False
Strawberry,Fruit,17.0,93.9,2.5,2.8,22.2,40,Ripe,Medium,434.6,True
Mango,Fruit,19.9,71.6,1.7,4.2,20.1,83,Overripe,Medium,437.3,True
Pumpkin,Vegetable,0.6,39.8,4.2,2.9,11.7,59,Unripe,Large,1092.2,False
Plum,Fruit,15.8,32.8,1.2,2.8,22.2,96,Ripe,Medium,106.8,True
Grapes,Fruit,15.9,33.0,1.3,4.7,19.3,72,Ripe,Small,381.8,True
Green Chili,Vegetable,1.9,45.2,2.2,7.0,12.1,60,Overripe,Large,253.3,False
Pineapple,Fruit,2.6,64.7,0.8,1.1,16.1,46,Unripe,Small,67.6,True
Kohlrabi,Vegetable,0.2,21.0,3.6,1.6,11.9,46,Overripe,Medium,846.5,False
Carrot,Vegetable,1.3,48.6,2.2,3.0,5.2,60,Overripe,Large,913.8,False
Pomegranate,Fruit,19.1,44.0,0.6,2.7,7.6,85,Ripe,Medium,411.5,True
Spinach,Vegetable,3.3,35.8,4.6,2.9,9.2,60,Overripe,Large,501.2,False
Dragon Fruit,Fruit,8.2,56.7,0.8,4.0,13.1,56,Ripe,Small,279.4,True
Pineapple,Fruit,16.9,47.2,1.7,1.4,16.0,71,Overripe,Large,268.2,True
Orange,Fruit,4.4,83.2,2.6,0.6,16.5,42,Overripe,Small,430.0,True
Guava,Fruit,1.3,60.7,2.9,3.6,10.8,99,Ripe,Medium,221.6,True
Pineapple,Fruit,11.7,43.1,1.0,2.5,6.7,89,Unripe,Medium,94.6,True
Litchi,Fruit,17.2,33.5,1.7,1.0,11.0,64,Overripe,Large,483.1,True
Brinjal,Vegetable,4.9,25.0,4.2,2.5,3.5,36,Unripe,Medium,739.3,False
Litchi,Fruit,4.6,37.4,2.9,2.7,14.2,78,Unripe,Medium,65.5,True
Turnip,Vegetable,1.7,57.3,2.2,6.8,11.9,38,Unripe,Large,405.2,False
Okra,Vegetable,1.9,29.2,3.3,2.8,12.5,60,Overripe,Small,1192.6,False
Banana,Fruit,4.9,91.7,0.7,2.3,8.9,91,Unripe,Large,266.2,True
Yam,Vegetable,3.6,47.4,1.4,3.5,3.4,50,Ripe,Large,302.3,False
Sweet Lime,Fruit,5.2,77.5,2.1,3.6,15.3,47,Overripe,Small,52.6,True
Cauliflower,Vegetable,3.1,26.4,4.4,7.3,3.8,46,Overripe,Medium,590.9,False
Orange,Fruit,0.2,44.0,1.9,4.4,5.1,40,Ripe,Medium,281.9,True
Green Chili,Vegetable,4.4,38.3,5.0,7.9,6.4,40,Ripe,Large,609.8,False
Litchi,Fruit,18.1,34.8,2.2,0.8,16.6,68,Unripe,Medium,79.8,True
Avocado,Fruit,8.0,77.4,0.8,1.5,21.5,44,Ripe,Small,409.3,True
Avocado,Fruit,15.8,38.4,2.2,2.7,12.9,40,Unripe,Medium,197.0,True
Watermelon,Fruit,9.9,46.4,1.0,1.5,23.4,47,Ripe,Large,152.3,True
Strawberry,Fruit,12.5,34.7,2.1,1.9,9.2,77,Overripe,Medium,325.8,True
Turnip,Vegetable,1.3,55.7,2.7,7.8,9.8,23,Overripe,Small,1059.1,False
Dragon Fruit,Fruit,6.2,97.6,0.9,2.2,5.8,93,Ripe,Small,200.2,True
Orange,Fruit,3.6,97.7,0.7,0.9,24.1,77,Unripe,Large,197.5,True
Peas,Vegetable,0.8,39.3,2.7,7.9,8.8,50,Overripe,Medium,418.9,False
Cabbage,Vegetable,3.1,55.0,1.2,7.8,10.7,54,Unripe,Large,723.7,False
Ginger,Vegetable,4.1,50.6,2.0,3.0,9.1,45,Ripe,Medium,1418.1,False
Litchi,Fruit,17.9,60.2,2.8,4.3,8.5,93,Unripe,Large,212.3,True
Mango,Fruit,15.7,41.6,0.6,3.8,8.5,63,Unripe,Medium,482.8,True
Bitter Gourd,Vegetable,4.0,21.6,1.2,2.9,9.2,41,Unripe,Small,906.6,False
Turnip,Vegetable,0.0,46.1,3.7,1.1,9.4,51,Overripe,Large,661.8,False
Guava,Fruit,13.0,69.3,0.7,2.1,17.9,53,Overripe,Large,348.0,True
Pear,Fruit,18.1,83.2,0.5,4.1,6.4,100,Ripe,Small,334.5,True
Chayote,Vegetable,2.8,65.3,3.7,6.4,14.8,22,Overripe,Medium,629.6,False
Orange,Fruit,18.6,81.6,0.7,3.6,21.3,67,Unripe,Small,251.2,True
Banana,Fruit,14.7,85.8,2.2,2.1,8.5,90,Ripe,Medium,102.8,True
Custard Apple,Fruit,8.9,86.9,1.1,2.9,11.3,83,Ripe,Small,92.9,True
Mango,Fruit,3.1,84.4,2.6,0.6,23.3,61,Overripe,Medium,87.3,True
Tamarind,Fruit,7.7,95.8,2.0,3.4,7.8,54,Ripe,Large,233.4,True
Fig,Fruit,5.1,50.5,2.1,3.0,8.4,43,Unripe,Small,152.7,True
Plum,Fruit,5.1,30.5,1.2,4.6,6.4,64,Overripe,Medium,299.5,True
Apple,Fruit,17.5,31.0,1.3,2.4,5.2,74,Overripe,Medium,68.3,True
Cauliflower,Vegetable,4.9,54.2,3.2,3.9,10.3,20,Overripe,Medium,1378.4,False
Papaya,Fruit,12.6,73.2,2.9,0.8,12.7,86,Overripe,Medium,142.1,True
Kohlrabi,Vegetable,0.9,59.6,3.8,2.5,8.0,55,Ripe,Small,495.2,False
Apple,Fruit,16.2,78.8,0.9,2.7,9.0,77,Unripe,Medium,103.6,True
Watermelon,Fruit,20.0,88.7,1.5,2.9,18.5,62,Unripe,Medium,475.3,True
Potato,Vegetable,2.6,39.2,3.6,4.2,12.9,35,Unripe,Small,886.0,False
Pumpkin,Vegetable,2.2,28.4,4.7,3.5,9.0,51,Unripe,Large,113.9,False
Sweet Lime,Fruit,16.8,89.4,1.7,2.5,16.6,65,Ripe,Medium,474.4,True
Grapes,Fruit,10.2,57.7,3.0,4.8,24.5,81,Ripe,Medium,334.1,True
Brinjal,Vegetable,0.2,55.9,3.9,5.7,13.5,44,Unripe,Large,1287.7,False
Kohlrabi,Vegetable,4.7,32.6,1.7,1.1,10.7,37,Ripe,Large,1279.1,False
Grapes,Fruit,7.5,86.3,1.6,3.1,11.9,68,Overripe,Small,345.0,True
Bottle Gourd,Vegetable,3.4,54.3,2.4,1.0,9.9,59,Unripe,Medium,108.8,False
Yam,Vegetable,4.2,45.0,2.1,6.4,3.5,52,Overripe,Large,571.6,False
Pomegranate,Fruit,4.5,46.7,1.6,0.6,6.7,63,Overripe,Medium,330.8,True
Orange,Fruit,16.1,53.2,2.4,1.0,10.1,83,Unripe,Large,139.2,True
Potato,Vegetable,2.7,26.3,1.5,3.6,3.9,32,Ripe,Medium,1450.9,False
Yam,Vegetable,2.9,53.8,4.8,7.4,5.3,34,Unripe,Large,1244.5,False
Okra,Vegetable,2.5,38.5,1.5,2.9,11.0,33,Ripe,Small,264.6,False
Dragon Fruit,Fruit,7.5,38.5,2.1,4.7,8.5,91,Ripe,Medium,395.4,True
Bottle Gourd,Vegetable,3.7,57.6,1.1,1.5,4.0,42,Overripe,Small,1026.2,False
Bottle Gourd,Vegetable,2.5,42.6,2.5,5.7,7.2,33,Ripe,Small,309.1,False
Beetroot,Vegetable,2.9,39.4,2.1,1.0,3.3,33,Unripe,Medium,277.9,False
Grapes,Fruit,16.6,95.1,1.8,0.9,5.5,45,Ripe,Small,135.9,True
Litchi,Fruit,3.2,96.4,2.9,4.8,17.8,54,Overripe,Small,226.8,True
Onion,Vegetable,0.3,67.2,3.3,7.7,5.1,53,Overripe,Small,1295.9,False
Tamarind,Fruit,11.5,83.0,0.9,1.0,14.5,83,Unripe,Medium,482.4,True
Banana,Fruit,10.0,61.0,1.0,4.2,17.6,58,Ripe,Medium,96.7,True
Coriander Leaves,Vegetable,1.1,20.6,4.1,2.3,5.2,34,Ripe,Small,430.7,False
Peach,Fruit,2.1,65.1,1.4,0.5,14.5,94,Overripe,Small,392.0,True
Okra,Vegetable,2.2,59.5,2.4,6.1,5.8,34,Overripe,Large,663.6,False
Plum,Fruit,20.0,64.3,1.7,1.5,5.1,73,Overripe,Large,481.5,True
Cauliflower,Vegetable,0.9,23.8,2.3,3.2,3.6,42,Overripe,Small,1236.4,False
Green Chili,Vegetable,2.5,38.0,3.6,4.8,13.9,60,Ripe,Large,643.2,False
Fenugreek,Vegetable,1.9,30.5,3.0,4.0,3.2,21,Ripe,Medium,1188.9,False
Bottle Gourd,Vegetable,1.2,27.2,3.3,7.7,14.8,52,Overripe,Small,1441.7,False
Apple,Fruit,12.6,37.1,1.4,2.6,19.2,65,Unripe,Medium,322.2,True
Pomegranate,Fruit,5.7,41.6,0.6,4.6,6.0,49,Ripe,Small,232.8,True
Pear,Fruit,13.7,92.5,2.2,3.3,20.4,44,Ripe,Large,450.8,True
Lychee,Fruit,1.8,76.6,2.5,0.7,16.7,76,Ripe,Medium,224.5,True
Pear,Fruit,15.0,49.6,2.1,1.4,16.8,49,Ripe,Large,52.5,True
Sapodilla,Fruit,6.6,36.0,0.8,3.1,20.0,79,Overripe,Medium,275.1,True
Grapes,Fruit,17.8,58.3,2.6,3.6,21.9,52,Overripe,Small,491.9,True
Onion,Vegetable,1.9,21.7,2.1,5.5,14.3,46,Overripe,Large,1053.9,False
Sapodilla,Fruit,8.7,36.7,1.8,3.0,15.9,54,Unripe,Medium,236.5,True
Grapes,Fruit,7.2,68.2,1.6,4.9,13.4,69,Overripe,Small,186.2,True
Strawberry,Fruit,8.9,80.2,1.3,1.7,17.1,94,Unripe,Medium,109.6,True
Litchi,Fruit,0.1,82.9,1.2,2.3,16.4,74,Overripe,Large,113.4,True
Sapodilla,Fruit,17.1,39.0,0.8,0.5,11.3,48,Overripe,Small,388.0,True
Okra,Vegetable,0.1,55.1,3.5,2.1,9.7,51,Unripe,Small,1228.2,False
Sapodilla,Fruit,1.3,58.8,3.0,1.1,11.7,66,Ripe,Medium,172.0,True
Coriander Leaves,Vegetable,2.3,40.3,1.0,5.2,14.2,52,Ripe,Medium,502.4,False
Mushrooms,Vegetable,3.1,65.2,1.5,7.4,11.9,41,Overripe,Large,599.9,False
Okra,Vegetable,4.7,41.2,2.4,3.1,10.6,26,Ripe,Medium,131.6,False
Watermelon,Fruit,3.3,34.0,2.6,4.8,6.5,79,Ripe,Small,139.1,True
Drumstick,Vegetable,0.7,51.4,2.3,4.0,10.9,56,Ripe,Small,692.1,False
Avocado,Fruit,8.4,65.3,0.8,2.4,5.1,66,Overripe,Large,194.2,True
Tamarind,Fruit,19.9,91.2,2.3,1.3,5.8,42,Unripe,Small,411.2,True
Peach,Fruit,15.0,59.7,3.0,3.3,17.1,68,Unripe,Small,339.0,True
Bitter Gourd,Vegetable,2.5,58.3,1.7,2.3,9.4,56,Unripe,Small,253.6,False
Brinjal,Vegetable,1.8,53.2,1.2,5.1,5.8,27,Ripe,Large,343.4,False
Mango,Fruit,11.3,66.5,1.5,2.6,6.7,66,Ripe,Small,56.0,True
Garlic,Vegetable,2.3,69.6,2.1,4.6,14.5,31,Overripe,Medium,254.0,False
Pineapple,Fruit,4.3,88.1,1.0,1.0,14.2,55,Overripe,Large,436.5,True
Spinach,Vegetable,2.4,31.9,4.4,6.5,3.8,44,Ripe,Medium,1241.4,False
Jackfruit,Fruit,6.4,74.9,2.3,1.3,11.0,75,Unripe,Small,197.3,True
Pear,Fruit,15.3,47.5,2.4,2.4,7.7,49,Unripe,Small,78.8,True
Coriander Leaves,Vegetable,1.6,47.6,1.8,5.3,12.3,55,Unripe,Medium,1181.4,False
Guava,Fruit,18.3,48.8,2.5,2.5,24.9,77,Unripe,Medium,271.3,True
Potato,Vegetable,4.7,24.5,4.8,1.8,10.0,43,Overripe,Medium,312.8,False
Okra,Vegetable,1.3,51.4,3.6,4.3,6.8,23,Unripe,Small,1382.0,False
Drumstick,Vegetable,3.9,41.2,1.7,3.7,12.9,34,Overripe,Large,655.4,False
Brinjal,Vegetable,3.5,20.3,1.3,2.1,14.8,48,Ripe,Large,1035.0,False
Turnip,Vegetable,0.0,58.1,2.3,2.3,8.0,22,Overripe,Large,421.5,False
Green Chili,Vegetable,1.2,51.2,2.3,3.5,3.0,49,Unripe,Small,594.5,False
Cabbage,Vegetable,4.4,53.5,4.3,2.6,4.2,40,Overripe,Large,1424.5,False
Cabbage,Vegetable,4.1,40.3,3.3,5.5,3.4,56,Overripe,Large,1326.9,False
Tamarind,Fruit,4.1,53.8,1.8,2.1,20.6,75,Ripe,Large,243.2,True
Jackfruit,Fruit,3.8,90.1,2.6,2.8,22.3,100,Overripe,Large,88.0,True
Carrot,Vegetable,3.6,59.3,2.3,2.9,9.3,59,Unripe,Small,370.1,False
Strawberry,Fruit,15.6,34.4,2.1,1.9,7.2,45,Ripe,Large,180.8,True
Tamarind,Fruit,15.2,79.6,1.7,2.2,18.5,54,Unripe,Large,121.5,True
Pumpkin,Vegetable,2.5,23.4,1.5,3.4,9.7,40,Unripe,Medium,887.7,False
Beetroot,Vegetable,3.6,65.1,4.7,3.7,7.0,28,Ripe,Large,1104.2,False
Colocasia,Vegetable,0.5,51.9,4.3,5.7,9.0,36,Overripe,Large,378.3,False
Fig,Fruit,18.6,37.5,0.7,0.9,24.6,55,Ripe,Large,109.7,True
Bitter Gourd,Vegetable,1.7,22.3,3.4,1.3,5.4,60,Ripe,Medium,805.0,False
Pumpkin,Vegetable,5.0,49.4,2.0,3.6,9.1,42,Unripe,Medium,1366.9,False
Watermelon,Fruit,3.1,89.6,1.6,3.6,7.2,43,Unripe,Small,416.2,True
Jackfruit,Fruit,18.2,66.0,2.7,2.0,13.3,97,Unripe,Large,207.2,True
Guava,Fruit,12.9,77.3,2.1,3.7,11.9,61,Ripe,Large,492.2,True
Coriander Leaves,Vegetable,1.4,28.9,3.2,4.0,6.3,20,Unripe,Small,551.1,False
Coriander Leaves,Vegetable,3.5,54.4,3.6,3.1,6.9,54,Overripe,Large,467.6,False
Pear,Fruit,4.7,46.7,2.0,3.1,20.5,93,Ripe,Medium,206.8,True
Coriander Leaves,Vegetable,2.9,34.9,1.2,7.1,4.7,41,Ripe,Small,1183.0,False
Bitter Gourd,Vegetable,0.5,30.6,4.0,4.8,3.2,39,Unripe,Small,462.5,False
French Beans,Vegetable,4.8,32.7,3.8,6.7,11.1,43,Overripe,Small,596.5,False
Papaya,Fruit,16.4,71.6,2.4,2.6,22.0,89,Unripe,Large,347.0,True
Ginger,Vegetable,0.2,59.3,1.3,2.6,3.7,57,Unripe,Small,567.3,False
Plum,Fruit,19.7,79.5,0.8,3.9,9.2,81,Unripe,Small,103.3,True
Green Chili,Vegetable,3.9,33.6,2.9,3.3,5.6,49,Unripe,Large,178.1,False
Yam,Vegetable,2.3,51.2,1.3,1.8,14.8,41,Overripe,Small,1225.7,False
Litchi,Fruit,4.2,54.7,2.3,1.9,16.1,90,Ripe,Small,260.2,True
Cauliflower,Vegetable,1.7,40.0,1.6,7.5,7.3,46,Ripe,Medium,137.7,False
Cauliflower,Vegetable,2.8,50.6,4.3,4.6,7.4,46,Ripe,Small,243.6,False
Banana,Fruit,17.2,32.5,2.0,4.5,11.3,64,Ripe,Large,341.0,True
Pomegranate,Fruit,4.9,43.8,1.2,0.6,17.2,96,Ripe,Small,371.2,True
Banana,Fruit,4.1,56.2,1.1,4.6,9.7,87,Unripe,Large,321.4,True
Papaya,Fruit,3.3,78.5,0.7,3.8,7.6,62,Ripe,Medium,153.3,True
Pomegranate,Fruit,2.2,73.6,1.6,0.7,13.2,44,Unripe,Medium,73.7,True
Custard Apple,Fruit,8.1,51.7,2.3,3.9,19.8,81,Unripe,Medium,227.7,True
Jackfruit,Fruit,12.9,90.2,3.0,4.4,11.0,89,Overripe,Small,182.2,True
Bitter Gourd,Vegetable,2.4,52.0,3.6,3.3,11.8,35,Unripe,Large,562.0,False
Beetroot,Vegetable,1.0,43.9,4.4,4.1,7.4,36,Ripe,Medium,583.8,False
Apple,Fruit,12.2,93.3,0.7,2.0,6.8,49,Overripe,Small,310.9,True
Gooseberry,Fruit,1.9,34.1,2.6,1.9,20.6,86,Overripe,Small,333.4,True
Garlic,Vegetable,4.5,33.4,1.6,7.8,4.2,57,Ripe,Medium,347.1,False
Custard Apple,Fruit,17.2,88.6,2.7,3.2,22.6,59,Unripe,Large,253.8,True
Green Chili,Vegetable,0.4,62.2,4.7,3.0,10.6,45,Ripe,Medium,896.4,False
Grapes,Fruit,19.7,58.1,1.7,2.7,14.3,92,Unripe,Small,124.4,True
Fig,Fruit,11.2,89.1,2.6,0.7,7.3,60,Ripe,Small,159.3,True
Dragon Fruit,Fruit,1.9,39.4,0.6,1.2,23.8,98,Ripe,Small,202.5,True
Peach,Fruit,6.7,89.1,1.6,4.4,20.5,74,Ripe,Small,354.9,True
Spinach,Vegetable,4.9,57.4,1.0,7.7,8.1,42,Unripe,Large,739.3,False
Apple,Fruit,10.6,94.6,1.4,2.6,15.9,95,Overripe,Medium,436.5,True
Mushrooms,Vegetable,4.3,30.2,4.9,6.9,11.4,39,Ripe,Small,844.5,False
Fig,Fruit,11.3,49.6,1.7,4.2,19.4,55,Unripe,Large,216.8,True
Peas,Vegetable,2.5,20.6,1.8,5.0,8.3,29,Ripe,Medium,1292.8,False
Potato,Vegetable,4.1,64.2,2.9,3.3,8.8,22,Unripe,Small,1240.6,False
Cauliflower,Vegetable,3.1,24.7,4.5,5.0,7.4,58,Ripe,Large,1261.7,False
Beetroot,Vegetable,1.9,39.8,3.3,4.8,8.3,49,Overripe,Medium,336.1,False
Potato,Vegetable,2.2,55.2,2.9,2.9,10.8,23,Ripe,Large,535.9,False
Colocasia,Vegetable,4.9,61.3,2.4,5.5,10.7,39,Overripe,Large,1096.6,False
Radish,Vegetable,2.2,35.8,4.4,4.9,11.5,28,Overripe,Small,211.5,False
Mango,Fruit,9.7,54.8,0.8,3.4,24.7,89,Unripe,Small,455.2,True
Sapodilla,Fruit,0.6,78.7,2.5,1.5,22.7,60,Unripe,Large,479.1,True
Jackfruit,Fruit,12.3,83.1,2.7,3.7,24.6,87,Unripe,Medium,204.9,True
Spinach,Vegetable,3.5,27.0,1.3,5.5,9.3,47,Unripe,Large,813.3,False
Chayote,Vegetable,3.3,43.7,5.0,7.5,7.7,60,Unripe,Large,522.5,False
Sapodilla,Fruit,13.4,36.5,1.6,1.7,13.5,49,Ripe,Medium,484.5,True
Garlic,Vegetable,0.3,21.1,1.0,2.2,9.2,43,Unripe,Large,140.4,False
Potato,Vegetable,2.6,26.2,1.7,2.6,13.3,25,Unripe,Medium,708.5,False
Avocado,Fruit,8.2,31.3,1.9,4.7,11.1,59,Overripe,Small,252.7,True
Plum,Fruit,11.1,81.3,1.9,1.8,16.6,99,Ripe,Small,113.5,True
Cauliflower,Vegetable,3.5,47.3,3.8,4.5,13.3,46,Ripe,Medium,1175.5,False
Onion,Vegetable,2.5,63.2,2.0,7.1,8.4,22,Overripe,Small,1045.2,False
Kohlrabi,Vegetable,0.2,55.1,1.7,4.3,12.0,26,Unripe,Medium,1093.2,False
Jackfruit,Fruit,9.7,67.9,2.6,3.4,8.1,56,Ripe,Medium,222.8,True
Kohlrabi,Vegetable,2.1,51.6,4.6,2.4,6.0,53,Ripe,Medium,1334.3,False
Pineapple,Fruit,6.7,49.3,2.4,1.4,23.1,73,Overripe,Medium,373.2,True
Garlic,Vegetable,3.5,44.9,4.9,2.6,4.2,40,Unripe,Medium,815.7,False
Orange,Fruit,12.1,54.8,1.1,4.3,10.0,82,Overripe,Medium,342.3,True
Jackfruit,Fruit,4.2,92.7,1.5,1.2,5.8,58,Unripe,Medium,223.8,True
Papaya,Fruit,13.4,57.7,1.8,0.7,7.4,94,Ripe,Medium,158.0,True
Orange,Fruit,11.8,48.0,2.1,4.3,20.3,69,Ripe,Small,206.9,True
Dragon Fruit,Fruit,6.5,36.6,1.8,0.9,8.2,93,Unripe,Medium,401.1,True
Sweet Corn,Vegetable,0.5,20.2,4.5,5.3,11.3,55,Ripe,Large,778.8,False
Bottle Gourd,Vegetable,4.7,30.5,3.4,3.4,6.1,30,Unripe,Medium,111.3,False
Bottle Gourd,Vegetable,4.4,30.1,1.4,3.5,3.6,33,Ripe,Small,329.6,False
Sweet Lime,Fruit,5.8,70.6,2.7,3.8,14.3,81,Overripe,Large,380.6,True
Tomato,Vegetable,3.0,56.1,2.4,7.0,10.0,20,Overripe,Large,1040.3,False
Sapodilla,Fruit,3.8,59.7,2.5,4.3,15.3,56,Ripe,Large,129.0,True
Cauliflower,Vegetable,2.0,37.6,2.0,3.5,5.9,36,Overripe,Small,394.5,False
Bottle Gourd,Vegetable,3.6,22.7,2.7,3.6,9.9,49,Overripe,Small,227.5,False
Sweet Lime,Fruit,11.7,61.2,2.4,2.3,6.0,70,Overripe,Small,95.4,True
Radish,Vegetable,4.6,47.2,4.7,1.6,9.7,21,Ripe,Large,1252.5,False
Orange,Fruit,18.0,88.7,2.4,3.7,9.2,54,Ripe,Medium,74.0,True
Peach,Fruit,7.6,77.8,3.0,0.9,8.4,59,Ripe,Large,468.1,True
Avocado,Fruit,19.5,77.6,2.5,2.1,7.5,89,Ripe,Large,62.7,True
Avocado,Fruit,3.3,51.9,1.9,3.3,17.5,84,Unripe,Medium,289.4,True
Fig,Fruit,13.1,92.0,0.6,3.0,8.6,43,Ripe,Small,88.7,True
Tamarind,Fruit,15.1,37.0,1.4,2.2,19.9,84,Unripe,Small,312.3,True
Tomato,Vegetable,3.3,58.4,4.0,7.5,9.8,58,Overripe,Medium,566.0,False
Pear,Fruit,3.6,69.8,2.0,1.0,16.2,49,Unripe,Small,146.1,True
Dragon Fruit,Fruit,9.1,61.3,2.4,2.7,14.2,97,Ripe,Medium,165.4,True
Custard Apple,Fruit,4.7,74.3,1.2,3.3,24.1,95,Overripe,Medium,240.3,True
Potato,Vegetable,4.1,31.7,1.9,2.5,7.3,48,Ripe,Small,558.7,False
Bitter Gourd,Vegetable,0.5,66.9,2.9,4.5,9.8,30,Unripe,Small,546.0,False
Carrot,Vegetable,3.2,50.1,3.1,3.2,11.2,57,Ripe,Small,1038.0,False
Sweet Corn,Vegetable,3.4,36.4,5.0,2.5,14.2,47,Overripe,Medium,524.5,False
Tamarind,Fruit,1.6,33.3,2.6,1.5,18.1,67,Overripe,Large,96.7,True
